Activity ID,Activity.Date,Activity.Name,Activity.Type,Activity.Description,Elapsed.Time.s,Distance.km,Relative.Effort,Commute,Activity.Gear,Filename,Month,Year,Day,start.time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664888654,"Aug 4, 2016, 11:00:51 PM",Sunfish Lake Park w/Isaac ,Run,Super cool forest run ,1970,6.27,,FALSE,,,8,2016,4,1:00:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665818819,"Aug 5, 2016, 9:09:29 PM",Moody Wetlands craziness ,Hike,Moody wetland sediment sample grabs ,5400,2.41,,FALSE,,,8,2016,5,9:09:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666686426,"Aug 6, 2016, 3:56:16 PM",McKusick Circle,Run,Warm and no sleep ,2150,7.31,,FALSE,,activities/666686426.gpx,8,2016,6,3:56:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667726004,"Aug 7, 2016, 1:02:34 PM",Browns creek,Run,Where did that come from ,2336,8.2,,FALSE,,activities/667726004.gpx,8,2016,7,1:02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670573516,"Aug 9, 2016, 9:39:07 PM",Afternoon Run,Run,Legs too sore and hot,1576,5.15,,FALSE,,activities/670573516.gpx,8,2016,9,9:39:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671720610,"Aug 10, 2016, 10:07:07 PM",Afternoon Run,Run,diagnosis: shin splints,1013,3.31,,FALSE,,activities/671720610.gpx,8,2016,10,12:07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672824985,"Aug 11, 2016, 10:21:48 PM",Afternoon Run,Run,Legs still bad,1220,4.07,,FALSE,,activities/672824985.gpx,8,2016,11,12:21:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673768977,"Aug 12, 2016, 8:31:28 PM",Stair endurance medley x4,Run,Kicked the 5th,2722,5.85,,FALSE,,activities/673768977.gpx,8,2016,12,8:31:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674636567,"Aug 13, 2016, 3:38:22 PM",Charlie's tribute ,Run,,1714,6.59,,FALSE,,activities/674636567.gpx,8,2016,13,3:38:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674884947,"Aug 13, 2016, 6:08:00 PM",Minnehaha Falls ,Hike,,5462,3.1,,FALSE,,activities/674884947.gpx,8,2016,13,6:08:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676096613,"Aug 14, 2016, 5:48:28 PM",5k,Run,,1406,5.13,,FALSE,,activities/676096613.gpx,8,2016,14,5:48:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677097280,"Aug 15, 2016, 4:36:28 PM",Lake Elmo park reserve w/Isaac ,Run,,1435,4.71,,FALSE,,activities/677097280.gpx,8,2016,15,4:36:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679333858,"Aug 17, 2016, 1:21:04 PM",Farewell to Stillwater,Run,,5123,16.81,,FALSE,,activities/679333858.gpx,8,2016,17,1:21:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681616152,"Aug 19, 2016, 2:08:33 PM",Morning Run,Run,,1874,4.85,,FALSE,,activities/681616152.gpx,8,2016,19,2:08:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683859767,"Aug 21, 2016, 2:17:48 PM",Morning Run,Run,,1258,4.29,,FALSE,,activities/683859767.gpx,8,2016,21,2:17:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690841676,"Aug 27, 2016, 2:45:15 PM",Morning Run,Run,Sick,1070,3.66,,FALSE,,activities/690841676.gpx,8,2016,27,2:45:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693911262,"Aug 30, 2016, 4:19:29 AM",Ultimate,Run,,1800,3.21,,FALSE,,,8,2016,30,4:19:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693911439,"Aug 28, 2016, 7:00:00 PM",Ultimate,Run,,7200,4.82,,FALSE,,,8,2016,28,7:00:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697802506,"Sep 2, 2016, 1:30:53 AM",Ultimate,Run,,1800,2.09,,FALSE,,,9,2016,2,1:30:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699138818,"Sep 3, 2016, 3:21:52 PM",Two weeks off sucks,Run,,2679,8.39,,FALSE,,activities/699138818.gpx,9,2016,3,3:21:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700298203,"Sep 4, 2016, 1:53:22 PM",Restart the grind,Run,,2296,7.38,,FALSE,,activities/700298203.gpx,9,2016,4,1:53:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701342910,"Sep 5, 2016, 2:05:57 PM",Morning Run,Run,,1087,3.58,,FALSE,,activities/701342910.gpx,9,2016,5,2:05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703604742,"Sep 7, 2016, 12:25:35 PM",Morning Run,Run,,1341,4.76,,FALSE,,activities/703604742.gpx,9,2016,7,2:25:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704818183,"Sep 8, 2016, 12:39:36 PM",Morning Run,Run,,1350,4.79,,FALSE,,activities/704818183.gpx,9,2016,8,2:39:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707139897,"Sep 10, 2016, 2:14:20 PM",Morning Run,Run,,1950,6.5,,FALSE,,activities/707139897.gpx,9,2016,10,2:14:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708526063,"Sep 11, 2016, 2:25:06 PM",Recovered some speed ,Run,,1494,5.29,,FALSE,,activities/708526063.gpx,9,2016,11,2:25:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711465697,"Sep 13, 2016, 11:42:18 PM",Evening Run,Run,,2446,8.49,,FALSE,,activities/711465697.gpx,9,2016,13,1:42:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711954905,"Sep 14, 2016, 12:59:49 PM",Before class with Ellen ,Run,,1522,4.59,,FALSE,,activities/711954905.gpx,9,2016,14,2:59:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714402878,"Sep 16, 2016, 4:25:50 PM",Lunch Run,Run,,1935,6.26,,FALSE,,activities/714402878.gpx,9,2016,16,4:25:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715830536,"Sep 17, 2016, 8:49:56 PM",Trail run w/Jessica,Run,,3648,10.46,,FALSE,,activities/715830536.gpx,9,2016,17,8:49:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717357225,"Sep 19, 2016, 2:08:17 AM",Ultimate Frisbee quarterfinals ,Run,,2400,2.41,,FALSE,,,9,2016,19,2:08:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719914111,"Sep 21, 2016, 1:05:41 PM",Morning Run,Run,,1458,4.54,,FALSE,,activities/719914111.gpx,9,2016,21,1:05:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721331095,"Sep 22, 2016, 1:45:00 AM",Ultimate semi finals - loss,Run,,2100,3.21,,FALSE,,,9,2016,22,1:45:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723343450,"Sep 24, 2016, 2:28:06 PM",Trail run 2.0,Run,,3719,10.09,,FALSE,,activities/723343450.gpx,9,2016,24,2:28:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724658419,"Sep 25, 2016, 2:23:35 PM",Morning Run,Run,,3368,11.41,,FALSE,,activities/724658419.gpx,9,2016,25,2:23:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727158815,"Sep 27, 2016, 9:26:09 PM",Speed ,Run,,1353,5.13,,FALSE,,activities/727158815.gpx,9,2016,27,9:26:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729770992,"Sep 30, 2016, 1:07:01 PM",Morning Run,Run,,1261,4.3,,FALSE,,activities/729770992.gpx,9,2016,30,1:07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730874045,"Oct 1, 2016, 1:37:33 PM",Morning Run,Run,,4825,14.58,,FALSE,,activities/730874045.gpx,10,2016,1,1:37:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734555112,"Oct 4, 2016, 9:16:35 PM",Afternoon Run,Run,,1244,4.27,,FALSE,,activities/734555112.gpx,10,2016,4,9:16:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738253835,"Oct 8, 2016, 2:07:19 PM",Run club tag along ,Run,,4018,13.47,,FALSE,,activities/738253835.gpx,10,2016,8,2:07:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742395835,"Oct 12, 2016, 1:04:13 PM",Pacing - keep loose,Run,,1125,3.81,,FALSE,,activities/742395835.gpx,10,2016,12,1:04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744283501,"Oct 14, 2016, 1:09:49 PM",Pacing - stay loose,Run,Little tight,1098,3.79,,FALSE,,activities/744283501.gpx,10,2016,14,1:09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746646976,"Oct 16, 2016, 1:00:01 PM",Des Moines Half!!!!,Run,,6287,21.68,,FALSE,,activities/746646976.gpx,10,2016,16,1:00:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747948456,"Oct 17, 2016, 8:12:33 PM",Des Moines recovery,Run,,1599,4.57,,FALSE,,activities/747948456.gpx,10,2016,17,8:12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752433428,"Oct 22, 2016, 2:00:23 PM",Nostalgia ,Run,,2415,6.56,,FALSE,,activities/752433428.gpx,10,2016,22,2:00:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752749425,"Oct 22, 2016, 6:29:16 PM",Afternoon Walk,Walk,,5033,5.94,,FALSE,,activities/752749425.gpx,10,2016,22,6:29:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761111708,"Oct 30, 2016, 8:15:00 PM",Ultimate ,Run,,4500,4.82,,FALSE,,,10,2016,30,8:15:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767029074,"Nov 5, 2016, 9:10:34 PM",Meis's,Hike,,4536,2.6,,FALSE,,activities/767029074.gpx,11,2016,5,9:10:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767226743,"Nov 6, 2016, 6:21:12 AM",Night Run,Run,,238,1.21,,FALSE,,activities/767226743.gpx,11,2016,6,6:21:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769111478,"Nov 7, 2016, 9:36:08 PM",Afternoon Run,Run,,1811,6.07,,FALSE,,activities/769111478.gpx,11,2016,7,9:36:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770884452,"Nov 9, 2016, 8:26:00 PM",Trail run with Jessica,Run,,3684,10.23,,FALSE,,activities/770884452.gpx,11,2016,9,8:26:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773546022,"Nov 6, 2016, 9:30:00 PM",Tennis ,Run,,5400,1.61,,FALSE,,,11,2016,6,9:30:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773834429,"Nov 12, 2016, 9:30:00 PM",Afternoon Run,Run,,5400,1.61,,FALSE,,,11,2016,12,9:30:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782004096,"Nov 21, 2016, 9:06:32 PM",Long lake little chilly ,Run,,2400,7.88,,FALSE,,,11,2016,21,9:06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790175600,"Nov 30, 2016, 10:37:48 PM",Lied 7x300,Run,,1500,5.95,,FALSE,,,11,2016,30,12:37:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796443698,"Dec 7, 2016, 11:09:23 PM",Mile pace ,Run,,1500,4.82,,FALSE,,,12,2016,7,1:09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811218159,"Dec 25, 2016, 7:46:21 PM",Christmas snow run ,Run,,1156,2.94,,FALSE,,activities/811218159.gpx,12,2016,25,7:46:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811932528,"Dec 26, 2016, 3:44:43 PM",Morning Run,Run,,1345,3.34,,FALSE,,activities/811932528.gpx,12,2016,26,3:44:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813842290,"Dec 28, 2016, 3:01:36 PM",Morning Run,Run,,1192,3.62,,FALSE,,activities/813842290.gpx,12,2016,28,3:01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817271004,"Dec 31, 2016, 10:25:14 PM",Afternoon Run,Run,,1122,3.59,,FALSE,,activities/817271004.gpx,12,2016,31,12:25:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818154718,"Jan 1, 2017, 10:26:33 PM",New year,Run,New 2017 goal: 800 miles,2054,6.14,,FALSE,,activities/818154718.gpx,1,2017,1,12:26:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818842012,"Jan 2, 2017, 3:50:47 PM",Ravine ,Run,,2069,6.78,,FALSE,,activities/818842012.gpx,1,2017,2,3:50:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821291365,"Jan 4, 2017, 4:50:35 PM",Visiting Jones ,Run,Below zero temps. Would advise against doing this again. ,1924,4.26,,FALSE,,activities/821291365.gpx,1,2017,4,4:50:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835710349,"Jan 18, 2017, 4:37:55 AM",Lied 3 mile,Run,,1920,6.43,,FALSE,,,1,2017,18,4:37:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837154597,"Jan 19, 2017, 1:59:33 PM",Morning Run,Run,,2400,7.56,,FALSE,,,1,2017,19,1:59:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839263854,"Jan 21, 2017, 1:59:58 PM",Morning Run,Run,,2437,7.63,,FALSE,,activities/839263854.gpx,1,2017,21,1:59:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841251601,"Jan 23, 2017, 12:43:07 AM",Evening Run,Run,,1378,4.93,,FALSE,,activities/841251601.gpx,1,2017,23,2:43:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844899233,"Jan 26, 2017, 2:18:33 PM",3x600,Run,,930,3.54,,FALSE,,,1,2017,26,2:18:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846984454,"Jan 28, 2017, 1:57:30 PM",Morning Run,Run,,2386,7.53,,FALSE,,activities/846984454.gpx,1,2017,28,1:57:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848913232,"Jan 29, 2017, 10:58:54 PM",Random sprinting ,Run,,1500,5.63,,FALSE,,,1,2017,29,12:58:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854869188,"Feb 4, 2017, 2:14:35 PM",Morning Run,Run,,2197,6.83,,FALSE,,activities/854869188.gpx,2,2017,4,2:14:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856188914,"Feb 5, 2017, 2:33:42 PM",Morning Run,Run,,1740,5.79,,FALSE,,,2,2017,5,2:33:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861989179,"Feb 10, 2017, 11:36:50 PM",Sprints ,Run,,1800,1.61,,FALSE,,,2,2017,10,1:36:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862657303,"Feb 11, 2017, 2:24:49 PM",Owned it,Run,,3081,10.53,,FALSE,,activities/862657303.gpx,2,2017,11,2:24:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864051344,"Feb 12, 2017, 3:48:55 PM",Morning Run,Run,,1632,5.47,,FALSE,,activities/864051344.gpx,2,2017,12,3:48:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870144613,"Feb 18, 2017, 3:28:38 AM",High Trestle return ,Run,,720,2.41,,FALSE,,,2,2017,18,3:28:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870144972,"Feb 18, 2017, 2:18:44 AM",High Trestle with Ellen,Walk,,5100,8.85,,FALSE,,,2,2017,18,2:18:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880646270,"Feb 26, 2017, 3:05:00 PM",Morning Run,Run,,3240,9.97,,FALSE,,,2,2017,26,3:05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886353083,"Mar 3, 2017, 6:24:44 PM",Lunch Run,Run,,1643,5.36,,FALSE,,activities/886353083.gpx,3,2017,3,6:24:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896463054,"Mar 11, 2017, 8:42:40 PM",Sunfish Trails ,Run,,4073,11.98,,FALSE,,activities/896463054.gpx,3,2017,11,8:42:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898037732,"Mar 12, 2017, 8:11:30 PM",Snowy McKusick,Run,,3043,9.88,,FALSE,,activities/898037732.gpx,3,2017,12,8:11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899013396,"Mar 13, 2017, 6:31:43 PM",Feelin it ,Run,"There's a point a few miles down the road when you realize you're not tired, or worn down, or beaten, or so deprived of joyous moments life has to offer. That's when the fun begins. ",3384,10.77,,FALSE,,activities/899013396.gpx,3,2017,13,6:31:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900301661,"Mar 14, 2017, 7:50:38 PM",Afternoon Run,Run,Tried to set segment record. Stopped a block early. Ugh. ,1380,4.65,,FALSE,,activities/900301661.gpx,3,2017,14,7:50:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901580869,"Mar 15, 2017, 7:05:14 PM",Browns creek ,Run,,3163,9.41,,FALSE,,activities/901580869.gpx,3,2017,15,7:05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902892189,"Mar 16, 2017, 6:37:28 PM",Lake Elmo Long Run ,Run,,6458,18.68,,FALSE,,activities/902892189.gpx,3,2017,16,6:37:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903701685,"Mar 17, 2017, 2:58:26 PM",Recovery ,Run,,803,2.61,,FALSE,,activities/903701685.gpx,3,2017,17,2:58:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923928947,"Apr 1, 2017, 9:24:17 PM",Zorball + 5k with Brian and Erik ,Run,,2100,7.24,,FALSE,,,4,2017,1,9:24:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932453718,"Apr 8, 2017, 3:46:13 AM",Relay for life ,Run,,5400,9.65,,FALSE,,,4,2017,8,3:46:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937062981,"Apr 11, 2017, 2:36:48 AM",Pissed at mechanics,Run,,878,2.54,,FALSE,,activities/937062981.gpx,4,2017,11,2:36:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943130467,"Apr 15, 2017, 12:17:09 PM","3 deer, one rabbit, some flowers for Ellen ",Run,,1902,5.91,,FALSE,,activities/943130467.gpx,4,2017,15,2:17:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953685446,"Apr 22, 2017, 9:28:59 PM",Amazing Race ,Run,,7200,7.24,,FALSE,,,4,2017,22,9:28:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956915877,"Apr 25, 2017, 1:13:11 AM",With Matt ,Run,,1849,6,,FALSE,,activities/956915877.gpx,4,2017,25,1:13:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958352263,"Apr 26, 2017, 1:31:47 AM",Evening Run,Run,,1988,7.26,,FALSE,,activities/958352263.gpx,4,2017,26,1:31:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960128064,"Apr 27, 2017, 12:50:16 PM",Morning Run,Run,35 degrees,1008,3.25,,FALSE,,activities/960128064.gpx,4,2017,27,2:50:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967684151,"May 2, 2017, 3:36:07 PM",Morning Run,Run,,2132,6.47,,FALSE,,activities/967684151.gpx,5,2017,2,3:36:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972697170,"May 6, 2017, 1:06:04 AM",Home,Run,,1732,5.46,,FALSE,,activities/972697170.gpx,5,2017,6,1:06:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973682769,"May 6, 2017, 3:25:27 PM",Morning Run,Run,,2997,8.86,,FALSE,,activities/973682769.gpx,5,2017,6,3:25:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974170711,"May 6, 2017, 10:39:18 PM",Long lake round 2: warming up the bike ,Ride,,2258,10.4,,FALSE,,activities/974170711.gpx,5,2017,6,12:39:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975291989,"May 7, 2017, 2:09:16 PM",Pushed too hard for segment,Run,,2705,7.18,,FALSE,,activities/975291989.gpx,5,2017,7,2:09:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977284738,"May 8, 2017, 9:36:14 PM",Bc out,Ride,,713,3.78,,FALSE,,activities/977284738.gpx,5,2017,8,9:36:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977329899,"May 8, 2017, 9:48:55 PM",Bc west ,Run,Drizzle ,2800,9.62,,FALSE,,activities/977329899.gpx,5,2017,8,9:48:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977344088,"May 8, 2017, 10:39:26 PM",Bc back,Ride,,758,3.66,,FALSE,,activities/977344088.gpx,5,2017,8,12:39:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978133204,"May 9, 2017, 1:49:12 PM",Masterman out,Ride,,1715,8.83,,FALSE,,activities/978133204.gpx,5,2017,9,1:49:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978221949,"May 9, 2017, 2:21:05 PM",Pine point long,Run,"Two Downy's, a wood duck. 
Never have flowers smelled so glorious or has a granola bar ever tasted so good. ",4437,13.79,,FALSE,,activities/978221949.gpx,5,2017,9,2:21:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978268948,"May 9, 2017, 3:45:41 PM",Masterman back,Ride,,1475,8.8,,FALSE,,activities/978268948.gpx,5,2017,9,3:45:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979775058,"May 10, 2017, 2:15:33 PM",My body did not want that ,Run,,1585,4.97,,FALSE,,activities/979775058.gpx,5,2017,10,2:15:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981385273,"May 11, 2017, 2:23:04 PM","Sick, slow and steady ",Run,"I think today I learned that running doesn't have to be fast to be a workout, Stillwater hills really do suck (I should do repeats sometime), and I really should listen to my body when I know I'm not feeling well. ",2253,6.48,,FALSE,,activities/981385273.gpx,5,2017,11,2:23:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982726344,"May 12, 2017, 1:01:40 PM",Before grandmas ,Ride,"When you realize the ""breaking2"" crew would have only been .25 mph behind you ",2222,12.26,,FALSE,,activities/982726344.gpx,5,2017,12,1:01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983179974,"May 12, 2017, 7:13:33 PM",Iron range trail run ,Run,,3252,8.13,,FALSE,,activities/983179974.gpx,5,2017,12,7:13:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984398332,"May 13, 2017, 2:19:34 PM",Iron Range Long Run,Run,Sometimes you just keep going. Dodged a lot of puddles. Chased a grouse. ,5171,14.71,,FALSE,,activities/984398332.gpx,5,2017,13,2:19:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987586064,"May 15, 2017, 3:43:30 PM","It's not racing, it's not running. It's saying hello to the trees",Run,,4217,12.31,,FALSE,,activities/987586064.gpx,5,2017,15,3:43:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989828258,"May 16, 2017, 4:02:47 PM",New 2 mile PR?!?,Run,,1778,5.82,,FALSE,,activities/989828258.gpx,5,2017,16,4:02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989914726,"May 15, 2017, 11:07:00 PM",Friends,Ride,,1200,6.11,,FALSE,,,5,2017,15,1:07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990469792,"May 16, 2017, 7:30:09 PM",Afternoon Run,Run,,2980,8.47,,FALSE,,activities/990469792.gpx,5,2017,16,7:30:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992568161,"May 17, 2017, 3:32:27 PM",A practice with patient ascents,Run,,3625,2.69,,FALSE,,activities/992568161.gpx,5,2017,17,3:32:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994188347,"May 18, 2017, 1:03:58 PM",Morning Run,Run,"New longest run, second ever ""half marathon,"" and I wasn't even going to run today",7250,22.87,,FALSE,,activities/994188347.gpx,5,2017,18,1:03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995727338,"May 19, 2017, 4:39:04 PM",Lunch Ride,Ride,Recovery. Ran in to Genna Bartingale! ,2700,7.24,,FALSE,,,5,2017,19,4:39:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997075634,"May 20, 2017, 2:29:50 PM",What is rain but water anyway?,Run,,3664,12.02,,FALSE,,activities/997075634.gpx,5,2017,20,2:29:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998874494,"May 21, 2017, 2:45:05 PM",Morning Run,Run,,1423,3.86,,FALSE,,activities/998874494.gpx,5,2017,21,2:45:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000377733,"May 22, 2017, 2:51:13 PM",Finally a nice day and I tanked BUT WAIT CHILKOOT KOM,Run,"Laborious, first climb of chilkoot, 6 turkey vultures/osprey/something circling over St. Michaels ",3245,9.89,,FALSE,,activities/1000377733.gpx,5,2017,22,2:51:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
